id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
1732,Subaru Pajero Alternators,44004.96,Subaru,Pajero,2010-2015,7,5,24,4.0L Diesel,SUB-18398,"High-quality Subaru Pajero Alternators for Subaru Pajero, suitable for 2010-2015 models.",https://example.com/products/subaru-pajero-alternators,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.349515,2025-11-08T14:11:25.349518
1733,Toyota Tucson Mirrors,51239.47,Toyota,Tucson,2015-2020,1,8,34,1.8L,TOY-23129,"High-quality Toyota Tucson Mirrors for Toyota Tucson, suitable for 2005-2010 models.",https://example.com/products/toyota-tucson-mirrors,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.349752,2025-11-08T14:11:25.349755
1734,Land Rover X5 Bushings,80818.04,Land Rover,X5,2015-2020,1,2,6,1.3L,LAN-26295,"High-quality Land Rover X5 Bushings for Land Rover X5, suitable for 2005-2010 models.",https://example.com/products/land-rover-x5-bushings,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.349988,2025-11-08T14:11:25.349991
1735,Mercedes-Benz C-Class Alternators,98914.32,Mercedes-Benz,C-Class,2015-2020,4,5,25,2.4L,MER-83783,"High-quality Mercedes-Benz C-Class Alternators for Mercedes-Benz C-Class, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-c-class-alternators,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.350245,2025-11-08T14:11:25.350248
1736,Kia Pajero Air Filter,32523.8,Kia,Pajero,2005-2010,2,6,27,4.0L Diesel,KIA-89803,"High-quality Kia Pajero Air Filter for Kia Pajero, suitable for 2015-2020 models.",https://example.com/products/kia-pajero-air-filter,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.350493,2025-11-08T14:11:25.350496
1737,BMW C-Class Motorbike,77568.59,BMW,C-Class,2005-2010,7,10,46,1.5L,BMW-94938,"High-quality BMW C-Class Motorbike for BMW C-Class, suitable for 2020-2024 models.",https://example.com/products/bmw-c-class-motorbike,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.350736,2025-11-08T14:11:25.350740
1738,Subaru Forester Truck,67893.69,Subaru,Forester,2005-2010,2,10,46,2.0L,SUB-48353,"High-quality Subaru Forester Truck for Subaru Forester, suitable for 2020-2024 models.",https://example.com/products/subaru-forester-truck,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.351020,2025-11-08T14:11:25.351024
1739,Land Rover Tucson Shock Absorbers,59490.01,Land Rover,Tucson,2015-2020,4,2,7,1.5L,LAN-84844,"High-quality Land Rover Tucson Shock Absorbers for Land Rover Tucson, suitable for 2010-2015 models.",https://example.com/products/land-rover-tucson-shock-absorbers,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.351348,2025-11-08T14:11:25.351354
1740,Mitsubishi Demio ABS Sensors,81193.45,Mitsubishi,Demio,2015-2020,7,3,13,2.4L,MIT-88003,"High-quality Mitsubishi Demio ABS Sensors for Mitsubishi Demio, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-demio-abs-sensors,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.351767,2025-11-08T14:11:25.351771
1741,Nissan Tucson Performance,106302.44,Nissan,Tucson,2010-2015,1,10,46,1.3L,NIS-96549,"High-quality Nissan Tucson Performance for Nissan Tucson, suitable for 2010-2015 models.",https://example.com/products/nissan-tucson-performance,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.352057,2025-11-08T14:11:25.352060
1742,Land Rover C-Class Headlights,14918.71,Land Rover,C-Class,2005-2010,9,8,34,4.0L Diesel,LAN-63836,"High-quality Land Rover C-Class Headlights for Land Rover C-Class, suitable for 2010-2015 models.",https://example.com/products/land-rover-c-class-headlights,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.352307,2025-11-08T14:11:25.352310
1743,Mercedes-Benz Hilux Pistons,45901.8,Mercedes-Benz,Hilux,2020-2024,2,1,3,1.5L,MER-90636,"High-quality Mercedes-Benz Hilux Pistons for Mercedes-Benz Hilux, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-hilux-pistons,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.352549,2025-11-08T14:11:25.352552
1744,Mercedes-Benz C-Class Ball Joints,115838.41,Mercedes-Benz,C-Class,2005-2010,1,2,9,4.0L Diesel,MER-96702,"High-quality Mercedes-Benz C-Class Ball Joints for Mercedes-Benz C-Class, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-c-class-ball-joints,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.352789,2025-11-08T14:11:25.352792
1745,Hyundai C-Class Car Mats,21384.17,Hyundai,C-Class,2020-2024,5,9,42,1.8L,HYU-25760,"High-quality Hyundai C-Class Car Mats for Hyundai C-Class, suitable for 2010-2015 models.",https://example.com/products/hyundai-c-class-car-mats,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.353025,2025-11-08T14:11:25.353028
1746,Kia Discovery All-Season,65844.22,Kia,Discovery,2005-2010,9,10,46,1.8L,KIA-18089,"High-quality Kia Discovery All-Season for Kia Discovery, suitable for 2005-2010 models.",https://example.com/products/kia-discovery-all-season,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.353261,2025-11-08T14:11:25.353264
1747,Land Rover Hilux Coolant,101448.95,Land Rover,Hilux,2005-2010,6,7,33,1.8L,LAN-59840,"High-quality Land Rover Hilux Coolant for Land Rover Hilux, suitable for 2020-2024 models.",https://example.com/products/land-rover-hilux-coolant,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.353496,2025-11-08T14:11:25.353499
1748,Mercedes-Benz Discovery Ball Joints,34273.89,Mercedes-Benz,Discovery,2020-2024,3,2,6,2.4L,MER-31672,"High-quality Mercedes-Benz Discovery Ball Joints for Mercedes-Benz Discovery, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-discovery-ball-joints,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.353733,2025-11-08T14:11:25.353735
1749,Land Rover Corolla Tail Lights,7568.33,Land Rover,Corolla,2010-2015,10,8,37,3.0L,LAN-56483,"High-quality Land Rover Corolla Tail Lights for Land Rover Corolla, suitable for 2005-2010 models.",https://example.com/products/land-rover-corolla-tail-lights,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.353969,2025-11-08T14:11:25.353972
1750,Subaru Hilux Ignition Coils,52690.08,Subaru,Hilux,2010-2015,10,5,21,1.5L,SUB-74796,"High-quality Subaru Hilux Ignition Coils for Subaru Hilux, suitable for 2020-2024 models.",https://example.com/products/subaru-hilux-ignition-coils,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.354211,2025-11-08T14:11:25.354214
1751,Mazda Sorento Sensors,44100.0,Mazda,Sorento,2020-2024,9,5,25,1.5L,MAZ-70324,"High-quality Mazda Sorento Sensors for Mazda Sorento, suitable for 2015-2020 models.",https://example.com/products/mazda-sorento-sensors,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.354452,2025-11-08T14:11:25.354455
1752,Hyundai X5 Timing Belt,47588.35,Hyundai,X5,2015-2020,7,1,5,2.4L,HYU-42591,"High-quality Hyundai X5 Timing Belt for Hyundai X5, suitable for 2020-2024 models.",https://example.com/products/hyundai-x5-timing-belt,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.354692,2025-11-08T14:11:25.354695
1753,Mercedes-Benz Tucson Pistons,10109.29,Mercedes-Benz,Tucson,2010-2015,8,1,3,2.4L,MER-11522,"High-quality Mercedes-Benz Tucson Pistons for Mercedes-Benz Tucson, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-tucson-pistons,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.354982,2025-11-08T14:11:25.354986
1754,Mitsubishi Sorento Ball Joints,91805.78,Mitsubishi,Sorento,2020-2024,3,2,9,1.8L,MIT-92616,"High-quality Mitsubishi Sorento Ball Joints for Mitsubishi Sorento, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-sorento-ball-joints,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.355250,2025-11-08T14:11:25.355254
1755,Mazda Tucson Gaskets,49515.34,Mazda,Tucson,2010-2015,10,1,5,2.4L,MAZ-75773,"High-quality Mazda Tucson Gaskets for Mazda Tucson, suitable for 2005-2010 models.",https://example.com/products/mazda-tucson-gaskets,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.355503,2025-11-08T14:11:25.355506
1756,Subaru Discovery Coolant,118894.94,Subaru,Discovery,2020-2024,5,7,31,2.4L,SUB-79102,"High-quality Subaru Discovery Coolant for Subaru Discovery, suitable for 2005-2010 models.",https://example.com/products/subaru-discovery-coolant,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.355743,2025-11-08T14:11:25.355746
1757,Nissan Hilux Transmission Fluid,11177.73,Nissan,Hilux,2010-2015,10,7,30,1.8L,NIS-24804,"High-quality Nissan Hilux Transmission Fluid for Nissan Hilux, suitable for 2010-2015 models.",https://example.com/products/nissan-hilux-transmission-fluid,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.355985,2025-11-08T14:11:25.355988
1758,Mazda Demio Drive Shaft,87066.45,Mazda,Demio,2015-2020,2,4,19,1.5L,MAZ-10055,"High-quality Mazda Demio Drive Shaft for Mazda Demio, suitable for 2010-2015 models.",https://example.com/products/mazda-demio-drive-shaft,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.356223,2025-11-08T14:11:25.356226
1759,Mercedes-Benz C-Class Spark Plugs,49571.47,Mercedes-Benz,C-Class,2010-2015,6,1,3,1.8L,MER-12874,"High-quality Mercedes-Benz C-Class Spark Plugs for Mercedes-Benz C-Class, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-c-class-spark-plugs,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.356461,2025-11-08T14:11:25.356464
1760,Hyundai Hilux ECU Modules,13939.97,Hyundai,Hilux,2005-2010,3,5,24,4.0L Diesel,HYU-51665,"High-quality Hyundai Hilux ECU Modules for Hyundai Hilux, suitable for 2010-2015 models.",https://example.com/products/hyundai-hilux-ecu-modules,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.356698,2025-11-08T14:11:25.356702
1761,BMW Forester Sensors,101802.53,BMW,Forester,2020-2024,1,5,23,3.0L,BMW-71609,"High-quality BMW Forester Sensors for BMW Forester, suitable for 2005-2010 models.",https://example.com/products/bmw-forester-sensors,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.356958,2025-11-08T14:11:25.356961
1762,BMW C-Class Wiper Blades,66737.76,BMW,C-Class,2020-2024,5,9,40,2.0L,BMW-10373,"High-quality BMW C-Class Wiper Blades for BMW C-Class, suitable for 2010-2015 models.",https://example.com/products/bmw-c-class-wiper-blades,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.357197,2025-11-08T14:11:25.357200
1763,Land Rover Tucson Bushings,63244.16,Land Rover,Tucson,2010-2015,2,2,8,4.0L Diesel,LAN-23708,"High-quality Land Rover Tucson Bushings for Land Rover Tucson, suitable for 2015-2020 models.",https://example.com/products/land-rover-tucson-bushings,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.357438,2025-11-08T14:11:25.357441
1764,Subaru Tucson Truck,52106.75,Subaru,Tucson,2010-2015,7,10,44,3.0L,SUB-96922,"High-quality Subaru Tucson Truck for Subaru Tucson, suitable for 2020-2024 models.",https://example.com/products/subaru-tucson-truck,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.357676,2025-11-08T14:11:25.357679
1765,Hyundai C-Class Motorbike,69148.51,Hyundai,C-Class,2015-2020,8,10,47,1.8L,HYU-21835,"High-quality Hyundai C-Class Motorbike for Hyundai C-Class, suitable for 2015-2020 models.",https://example.com/products/hyundai-c-class-motorbike,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.357912,2025-11-08T14:11:25.357914
1766,Nissan X5 Oil Filter,87379.84,Nissan,X5,2010-2015,2,6,26,1.3L,NIS-99066,"High-quality Nissan X5 Oil Filter for Nissan X5, suitable for 2020-2024 models.",https://example.com/products/nissan-x5-oil-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.358149,2025-11-08T14:11:25.358152
1767,Toyota Sorento Air Filter,10770.08,Toyota,Sorento,2020-2024,7,6,27,3.0L,TOY-20303,"High-quality Toyota Sorento Air Filter for Toyota Sorento, suitable for 2005-2010 models.",https://example.com/products/toyota-sorento-air-filter,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.358387,2025-11-08T14:11:25.358390
1768,Mercedes-Benz Forester Clutch Kit,51996.74,Mercedes-Benz,Forester,2020-2024,9,4,20,3.0L,MER-42578,"High-quality Mercedes-Benz Forester Clutch Kit for Mercedes-Benz Forester, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-forester-clutch-kit,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.358626,2025-11-08T14:11:25.358629
1769,Hyundai Sorento Stabilizer Links,72940.53,Hyundai,Sorento,2020-2024,10,2,10,1.3L,HYU-59674,"High-quality Hyundai Sorento Stabilizer Links for Hyundai Sorento, suitable for 2005-2010 models.",https://example.com/products/hyundai-sorento-stabilizer-links,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.358951,2025-11-08T14:11:25.358956
1770,Hyundai Pajero Oil Pump,64816.46,Hyundai,Pajero,2015-2020,10,1,5,1.5L,HYU-86069,"High-quality Hyundai Pajero Oil Pump for Hyundai Pajero, suitable for 2005-2010 models.",https://example.com/products/hyundai-pajero-oil-pump,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.359232,2025-11-08T14:11:25.359235
1771,Hyundai C-Class ECU Modules,53601.69,Hyundai,C-Class,2020-2024,7,5,24,1.3L,HYU-75208,"High-quality Hyundai C-Class ECU Modules for Hyundai C-Class, suitable for 2015-2020 models.",https://example.com/products/hyundai-c-class-ecu-modules,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.359478,2025-11-08T14:11:25.359481
1772,Toyota Tucson Transmission Fluid,52271.91,Toyota,Tucson,2020-2024,3,7,32,4.0L Diesel,TOY-57734,"High-quality Toyota Tucson Transmission Fluid for Toyota Tucson, suitable for 2020-2024 models.",https://example.com/products/toyota-tucson-transmission-fluid,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.359718,2025-11-08T14:11:25.359721
1773,Land Rover Tucson Fuel Filter,115859.05,Land Rover,Tucson,2005-2010,10,6,26,2.0L,LAN-35203,"High-quality Land Rover Tucson Fuel Filter for Land Rover Tucson, suitable for 2010-2015 models.",https://example.com/products/land-rover-tucson-fuel-filter,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.359958,2025-11-08T14:11:25.359961
1774,Subaru Forester Clutch Kit,102878.87,Subaru,Forester,2020-2024,5,4,18,1.8L,SUB-34159,"High-quality Subaru Forester Clutch Kit for Subaru Forester, suitable for 2015-2020 models.",https://example.com/products/subaru-forester-clutch-kit,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.360197,2025-11-08T14:11:25.360200
1775,Kia X5 Gaskets,43275.26,Kia,X5,2005-2010,7,1,1,3.0L,KIA-17038,"High-quality Kia X5 Gaskets for Kia X5, suitable for 2020-2024 models.",https://example.com/products/kia-x5-gaskets,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.360438,2025-11-08T14:11:25.360441
1776,Mitsubishi Pajero Brake Shoes,23772.66,Mitsubishi,Pajero,2020-2024,2,3,12,2.0L,MIT-69234,"High-quality Mitsubishi Pajero Brake Shoes for Mitsubishi Pajero, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-pajero-brake-shoes,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.360675,2025-11-08T14:11:25.360678
1777,Kia X5 Alternators,48341.86,Kia,X5,2005-2010,3,5,24,1.5L,KIA-23586,"High-quality Kia X5 Alternators for Kia X5, suitable for 2015-2020 models.",https://example.com/products/kia-x5-alternators,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.360912,2025-11-08T14:11:25.360915
1778,Mercedes-Benz Tucson Ball Joints,96133.63,Mercedes-Benz,Tucson,2020-2024,6,2,6,1.3L,MER-93809,"High-quality Mercedes-Benz Tucson Ball Joints for Mercedes-Benz Tucson, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-tucson-ball-joints,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.361148,2025-11-08T14:11:25.361151
1779,Land Rover X5 Phone Mounts,59041.04,Land Rover,X5,2010-2015,2,9,39,1.5L,LAN-74819,"High-quality Land Rover X5 Phone Mounts for Land Rover X5, suitable for 2005-2010 models.",https://example.com/products/land-rover-x5-phone-mounts,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.361382,2025-11-08T14:11:25.361385
1780,Kia Discovery Brake Pads,111890.78,Kia,Discovery,2020-2024,10,3,15,1.5L,KIA-45808,"High-quality Kia Discovery Brake Pads for Kia Discovery, suitable for 2020-2024 models.",https://example.com/products/kia-discovery-brake-pads,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.361619,2025-11-08T14:11:25.361622
1781,Nissan Pajero Alternators,110543.81,Nissan,Pajero,2010-2015,7,5,22,2.4L,NIS-17008,"High-quality Nissan Pajero Alternators for Nissan Pajero, suitable for 2015-2020 models.",https://example.com/products/nissan-pajero-alternators,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.361856,2025-11-08T14:11:25.361859
1782,Mazda Forester Gearbox Oil,84331.03,Mazda,Forester,2005-2010,6,4,19,2.0L,MAZ-60576,"High-quality Mazda Forester Gearbox Oil for Mazda Forester, suitable for 2015-2020 models.",https://example.com/products/mazda-forester-gearbox-oil,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.362090,2025-11-08T14:11:25.362093
1783,Mercedes-Benz Pajero Brake Shoes,17530.21,Mercedes-Benz,Pajero,2010-2015,5,3,13,2.4L,MER-98047,"High-quality Mercedes-Benz Pajero Brake Shoes for Mercedes-Benz Pajero, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-pajero-brake-shoes,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.362325,2025-11-08T14:11:25.362328
1784,Toyota Corolla Sensors,32399.6,Toyota,Corolla,2015-2020,5,5,23,1.8L,TOY-95566,"High-quality Toyota Corolla Sensors for Toyota Corolla, suitable for 2020-2024 models.",https://example.com/products/toyota-corolla-sensors,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.362565,2025-11-08T14:11:25.362568
